序号,帧ID,时间标识,类型,报文描述,报文内容,长度,数据(Hex),
2444,0x0CF00A00,06:17:17.511,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 53 04 FF FF FF FF ),8,FF FF 53 04 FF FF FF FF ,
2445,0x0CF00E00,06:17:17.513,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2446,0x0CFD9200,06:17:17.513,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x92 ) SA(0x0 ) PGN(0xFD92 ) Data Field(0xF0 FF FF FF FF F3 FF 00 ),8,F0 FF FF FF FF F3 FF 00 ,
2447,0x18FEDF00,06:17:17.513,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xDF ) SA(0x0 ) PGN(0xFEDF ) Data Field(0x8F 40 38 7D 7D FF FF F0 ),8,8F 40 38 7D 7D FF FF F0 ,
2448,0x0C0000EA,06:17:17.521,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2449,0x0C0000EA,06:17:17.531,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2450,0x0C0000EA,06:17:17.541,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2451,0x0C0000EA,06:17:17.551,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2452,0x0CF00300,06:17:17.551,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 16 00 FF FF FF E1 ),8,D0 FF 16 00 FF FF FF E1 ,
2453,0x0CF00400,06:17:17.551,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x03 7C 97 1C 38 00 FF 8E ),8,03 7C 97 1C 38 00 FF 8E ,
2454,0x0CF00A00,06:17:17.553,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 53 04 FF FF FF FF ),8,FF FF 53 04 FF FF FF FF ,
2455,0x0CF00E00,06:17:17.553,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2456,0x1CFE9200,06:17:17.553,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x0C FF FF FF 53 00 10 00 ),8,0C FF FF FF 53 00 10 00 ,
2457,0x18FE9600,06:17:17.553,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
2458,0x18FEE000,06:17:17.555,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
2459,0x18FEF000,06:17:17.555,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 1C 38 40 38 01 00 FF ),8,FF 1C 38 40 38 01 00 FF ,
2460,0x18FEF100,06:17:17.555,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
2461,0x18FEF200,06:17:17.557,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x6C 00 00 00 47 2A 2E FF ),8,6C 00 00 00 47 2A 2E FF ,
2462,0x0C0000EA,06:17:17.561,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2463,0x0C0000EA,06:17:17.572,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2464,0x0C0000EA,06:17:17.580,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2465,0x0CF00400,06:17:17.589,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x73 7B 96 30 38 00 FF 8E ),8,73 7B 96 30 38 00 FF 8E ,
2466,0x0C0000EA,06:17:17.590,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2467,0x0C0000EA,06:17:17.600,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2468,0x0C0000EA,06:17:17.610,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2469,0x0C0000EA,06:17:17.620,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2470,0x0CF00300,06:17:17.624,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 15 00 FF FF FF E1 ),8,D0 FF 15 00 FF FF FF E1 ,
2471,0x0CF00400,06:17:17.624,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x73 7C 96 20 38 00 FF 8E ),8,73 7C 96 20 38 00 FF 8E ,
2472,0x0CF00A00,06:17:17.624,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 4A 04 FF FF FF FF ),8,FF FF 4A 04 FF FF FF FF ,
2473,0x0CF00E00,06:17:17.626,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2474,0x0C0000EA,06:17:17.631,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2475,0x0C0000EA,06:17:17.641,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2476,0x0C0000EA,06:17:17.650,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2477,0x0C0000EA,06:17:17.660,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2478,0x0CF00300,06:17:17.666,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 16 00 FF FF FF E1 ),8,D0 FF 16 00 FF FF FF E1 ,
2479,0x0CF00400,06:17:17.666,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x13 7C 97 08 38 00 FF 8E ),8,13 7C 97 08 38 00 FF 8E ,
2480,0x0CF00A00,06:17:17.666,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 80 04 FF FF FF FF ),8,FF FF 80 04 FF FF FF FF ,
2481,0x0CF00E00,06:17:17.666,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2482,0x1CFE9200,06:17:17.666,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x0C FF FF FF 52 00 10 00 ),8,0C FF FF FF 52 00 10 00 ,
2483,0x18FE9600,06:17:17.670,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
2484,0x18FEE000,06:17:17.670,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
2485,0x0C0000EA,06:17:17.670,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2486,0x18FEF000,06:17:17.672,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 0C 38 40 38 01 00 FF ),8,FF 0C 38 40 38 01 00 FF ,
2487,0x18FEF100,06:17:17.672,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
2488,0x18FEF200,06:17:17.672,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x6B 00 00 00 DA 29 32 FF ),8,6B 00 00 00 DA 29 32 FF ,
2489,0x0C0000EA,06:17:17.682,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2490,0x0C0000EA,06:17:17.691,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2491,0x0C0000EA,06:17:17.701,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2492,0x0CF00300,06:17:17.703,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 16 00 FF FF FF E1 ),8,D0 FF 16 00 FF FF FF E1 ,
2493,0x0CF00400,06:17:17.703,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x53 7C 97 1C 38 00 FF 8E ),8,53 7C 97 1C 38 00 FF 8E ,
2494,0x0CF00A00,06:17:17.705,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF BF 04 FF FF FF FF ),8,FF FF BF 04 FF FF FF FF ,
2495,0x0CF00E00,06:17:17.705,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2496,0x0C0000EA,06:17:17.711,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2497,0x0C0000EA,06:17:17.721,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2498,0x0C0000EA,06:17:17.732,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2499,0x0C0000EA,06:17:17.742,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2500,0x0CF00400,06:17:17.742,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x73 7B 97 44 38 00 FF 8E ),8,73 7B 97 44 38 00 FF 8E ,
2501,0x18FEF500,06:17:17.742,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF5 ) SA(0x0 ) PGN(0xFEF5 ) Data Field(0xC9 FF FF FF FF 45 FF FF ),8,C9 FF FF FF FF 45 FF FF ,
2502,0x18FEF600,06:17:17.744,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF6 ) SA(0x0 ) PGN(0xFEF6 ) Data Field(0xFF 00 45 1E FF FF FF FF ),8,FF 00 45 1E FF FF FF FF ,
2503,0x18FEF700,06:17:17.744,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF7 ) SA(0x0 ) PGN(0xFEF7 ) Data Field(0xFF FF FF FF 12 01 12 01 ),8,FF FF FF FF 12 01 12 01 ,
2504,0x18FEFC00,06:17:17.744,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xFC ) SA(0x0 ) PGN(0xFEFC ) Data Field(0xFF 30 FF FF FF FF FF FF ),8,FF 30 FF FF FF FF FF FF ,
2505,0x18FEFD00,06:17:17.746,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xFD ) SA(0x0 ) PGN(0xFEFD ) Data Field(0xFF 00 00 FF FF FF FF FF ),8,FF 00 00 FF FF FF FF FF ,
2506,0x18FD0900,06:17:17.746,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x9 ) SA(0x0 ) PGN(0xFD09 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
2507,0x0C0000EA,06:17:17.752,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2508,0x0C0000EA,06:17:17.761,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2509,0x0C0000EA,06:17:17.771,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2510,0x0C0000EA,06:17:17.782,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2511,0x0CF00300,06:17:17.782,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 16 00 FF FF FF E1 ),8,D0 FF 16 00 FF FF FF E1 ,
2512,0x0CF00400,06:17:17.782,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x33 7B 97 4C 38 00 FF 8E ),8,33 7B 97 4C 38 00 FF 8E ,
2513,0x0CF00A00,06:17:17.784,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 7B 04 FF FF FF FF ),8,FF FF 7B 04 FF FF FF FF ,
2514,0x0CF00E00,06:17:17.784,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2515,0x18FD7C00,06:17:17.784,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x7C ) SA(0x0 ) PGN(0xFD7C ) Data Field(0xF8 83 F5 FF FF FF E3 FF ),8,F8 83 F5 FF FF FF E3 FF ,
2516,0x0CFD9200,06:17:17.786,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x92 ) SA(0x0 ) PGN(0xFD92 ) Data Field(0xF0 FF FF FF FF F3 FF 00 ),8,F0 FF FF FF FF F3 FF 00 ,
2517,0x18FD9D00,06:17:17.786,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x9D ) SA(0x0 ) PGN(0xFD9D ) Data Field(0x63 00 63 00 FF FF FF FF ),8,63 00 63 00 FF FF FF FF ,
2518,0x18FDB200,06:17:17.786,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0xB2 ) SA(0x0 ) PGN(0xFDB2 ) Data Field(0xFF FF FF FF 00 00 FF FF ),8,FF FF FF FF 00 00 FF FF ,
2519,0x18FDD000,06:17:17.788,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0xD0 ) SA(0x0 ) PGN(0xFDD0 ) Data Field(0xFF FF FF FF 1E 67 02 FF ),8,FF FF FF FF 1E 67 02 FF ,
2520,0x18FDE500,06:17:17.788,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0xE5 ) SA(0x0 ) PGN(0xFDE5 ) Data Field(0x78 FF FF FF FF FF FF 78 ),8,78 FF FF FF FF FF FF 78 ,
2521,0x1CFE9200,06:17:17.788,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x0C FF FF FF 55 00 10 00 ),8,0C FF FF FF 55 00 10 00 ,
2522,0x18FE9600,06:17:17.788,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
2523,0x18FEBD00,06:17:17.790,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xBD ) SA(0x0 ) PGN(0xFEBD ) Data Field(0x00 00 FF FF FF FF FF FF ),8,00 00 FF FF FF FF FF FF ,
2524,0x18FEC100,06:17:17.790,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xC1 ) SA(0x0 ) PGN(0xFEC1 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
2525,0x18FEDF00,06:17:17.790,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xDF ) SA(0x0 ) PGN(0xFEDF ) Data Field(0x8F 40 38 7D 7D FF FF F0 ),8,8F 40 38 7D 7D FF FF F0 ,
2526,0x18FEE000,06:17:17.792,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
2527,0x0C0000EA,06:17:17.792,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2528,0x18FEE400,06:17:17.792,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE4 ) SA(0x0 ) PGN(0xFEE4 ) Data Field(0x00 FF C4 FC FC 7F FF FF ),8,00 FF C4 FC FC 7F FF FF ,
2529,0x18FEEE00,06:17:17.792,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xEE ) SA(0x0 ) PGN(0xFEEE ) Data Field(0x45 FF CA 25 FF FF FF FF ),8,45 FF CA 25 FF FF FF FF ,
2530,0x18FEEF00,06:17:17.794,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xEF ) SA(0x0 ) PGN(0xFEEF ) Data Field(0xFF FF FF 0C FF FF FF FF ),8,FF FF FF 0C FF FF FF FF ,
2531,0x18FEF000,06:17:17.794,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 4C 38 40 38 01 00 FF ),8,FF 4C 38 40 38 01 00 FF ,
